7,424,110,131,150
3,418,104,112,118
2,460,103,121,131
3,423,101,110,116
7,409,114,137,154
9,435,108,136,160
8,320,98,131,166
4,621,107,123,137
7,379,107,128,147
5,567,143,153,194
6,587,103,117,128
5,552,136,147,182
6,555,99,111,121
3,406,104,112,119
8,354,90,124,159
5,475,143,152,190
3,402,106,115,124
9,402,106,139,168
4,608,100,115,130
6,552,100,116,128
3,408,104,111,118
9,403,107,145,176
4,568,102,119,134
2,447,104,119,130
3,462,103,111,116
5,544,119,146,171
1,363,104,119,135
4,579,111,127,141
4,588,110,126,140
8,322,101,134,173
2,455,110,126,138
4,618,108,124,138
5,535,137,147,187
1,359,102,119,134
3,400,106,114,120
4,612,104,121,134
5,531,143,149,192
2,424,106,121,133
5,535,145,158,193
4,597,107,124,137
8,366,90,129,160
2,513,105,121,133
2,449,107,123,137
5,544,136,146,189
6,569,104,115,126
4,609,100,114,128
1,363,107,125,141
1,368,105,121,136
9,397,101,138,170
4,586,100,115,131
3,448,104,114,122
6,577,101,114,126
1,357,103,118,133
3,455,103,110,115
5,536,119,137,167
4,583,108,124,138
1,308,99,112,127
-1,414,112,173,207
8,352,91,130,163
6,593,100,115,128
1,345,101,115,130
2,415,107,121,135
1,311,102,117,133
3,415,103,111,118
7,423,117,140,157
6,535,100,112,122
8,385,94,129,165
9,397,104,140,175
3,409,104,112,118
7,391,108,129,150
6,554,100,112,122
9,361,110,143,171
6,543,98,109,118
9,432,117,145,163
4,627,108,124,138
7,339,110,129,146
9,413,112,145,168
2,419,105,120,133
-1,340,92,121,179
2,450,101,118,130
3,432,106,114,121
7,381,111,132,149
-1,420,103,164,206
8,363,91,126,158
4,637,101,118,136
9,414,111,141,166
2,463,105,119,130
3,440,105,111,117
-1,454,94,164,208
9,386,108,138,163
1,367,107,122,137
2,442,101,117,129
6,555,100,114,125
5,502,141,154,188
1,382,102,118,135
3,414,105,113,118
9,430,115,140,156
3,431,103,113,119
4,580,103,119,135
5,533,133,144,180
4,606,100,116,131
5,488,145,152,189
1,353,106,121,136
1,367,104,120,134
9,391,117,149,171
8,393,90,128,164
1,346,102,117,131
8,364,95,134,166
3,418,103,111,117
7,391,110,133,154
5,482,142,152,189
7,393,114,135,150
1,393,100,114,129
5,517,131,147,186
6,583,101,113,123
7,388,116,140,160
2,441,108,123,135
9,356,110,142,172
6,522,103,117,128
3,392,105,113,119
2,432,104,120,133
7,389,109,129,144
9,423,109,137,161
5,476,147,157,196
7,407,117,133,149
9,398,112,144,175
9,416,110,139,164
6,577,101,112,123
3,447,107,114,120
6,560,100,115,126
2,439,104,119,130
7,397,118,134,152
6,538,102,114,125
5,543,121,145,172
3,427,106,114,121
3,412,100,107,114
8,344,93,129,160
4,610,99,115,130
4,583,104,118,130
6,556,103,117,129
1,342,101,117,131
2,467,106,123,137
2,434,102,117,130
1,345,103,117,133
5,474,137,148,183
3,425,105,113,120
7,411,108,129,149
6,589,103,119,131
7,403,111,131,150
9,418,119,155,176
5,526,134,148,181
8,415,95,129,163
3,415,106,112,118
8,395,95,127,164
3,410,103,110,117
5,506,151,163,198
7,394,109,128,147
8,393,93,132,159
1,356,103,119,135
6,560,101,114,127
8,343,96,132,164
5,450,125,149,175
1,362,104,119,135
9,418,111,141,165
2,493,103,120,133
5,513,144,158,191
3,395,103,111,118
7,382,118,139,163
3,403,104,112,118
6,579,100,115,126
4,577,105,120,135
2,447,104,121,133
4,600,104,118,133
8,366,92,130,161
8,388,96,132,168
6,561,99,113,124
5,470,130,149,177
3,438,100,107,114
1,347,105,120,134
7,409,98,121,147
5,473,151,155,196
5,520,131,146,180
1,321,103,117,131
7,362,109,133,156
1,378,103,116,129
6,577,103,116,127
4,607,111,127,144
9,454,110,136,160
2,467,106,121,134
7,404,108,130,150
2,417,103,120,130
8,334,91,130,160
4,586,101,117,132
-1,245,95,154,198
2,459,105,120,133
4,597,101,117,132
8,337,95,129,168
2,411,105,119,130
9,383,102,138,177
9,379,108,142,173
8,356,91,128,161
1,343,105,119,134
6,561,100,116,127
7,371,104,124,145
3,419,104,112,120
6,567,104,118,129
8,361,98,129,169
1,344,102,116,130
1,316,104,119,135
3,402,104,113,120
3,446,103,110,116
7,378,116,141,160
2,456,110,126,139
8,377,95,128,161
4,633,102,118,134
5,502,149,158,196
3,424,102,112,120
7,393,116,136,148
8,342,96,132,167
3,408,103,111,118
6,576,101,113,123
1,358,106,120,136
7,350,108,129,148
5,458,131,149,179
1,343,104,119,135
5,451,125,150,175
3,393,102,110,118
8,344,98,135,166
7,416,112,132,149
5,405,126,145,174
5,559,137,149,189
1,348,105,120,134
8,379,92,125,160
5,554,140,150,190
-1,409,78,137,166
3,383,105,113,119
8,332,103,138,171
7,367,109,129,150
2,430,101,118,131
2,438,110,126,139
6,540,98,112,124
7,374,106,126,144
6,535,103,116,127
2,427,101,118,129
8,417,94,126,158
7,367,101,123,143
6,541,104,118,131
5,515,131,145,179
1,326,108,123,139
9,425,119,152,175
1,347,104,119,133
3,422,103,112,119
2,495,105,121,134
9,394,114,144,169
6,593,103,117,127
1,355,105,120,135
7,397,105,126,148
8,340,99,132,166
6,569,100,114,125
2,474,108,126,140
2,450,107,123,136
5,552,140,153,189
3,404,104,112,119
5,532,146,152,197
5,563,146,154,197
6,566,100,112,124
1,341,103,119,133
2,446,106,122,135
5,511,118,140,167
4,631,108,124,139
4,595,102,118,132
6,570,100,115,129
4,627,110,124,139
1,338,103,117,132
1,358,107,122,137
2,442,106,122,132
8,382,90,129,162
1,329,103,117,132
9,371,112,140,163
6,590,100,114,126
5,509,142,152,192
9,409,109,138,162
7,350,102,126,148
8,365,88,128,159
1,354,101,116,131
8,333,98,132,167
2,470,102,119,131
7,380,99,121,143
1,375,106,122,136
2,449,102,119,134
3,398,105,115,122
6,574,101,112,123
4,591,113,130,145
2,438,108,124,136
7,390,110,131,151
4,596,100,117,132
8,368,89,125,162
1,325,102,116,130
9,439,110,139,162
5,506,142,152,188
4,579,100,116,132
5,561,126,142,174
2,433,110,126,139
3,411,104,112,119
5,516,124,146,172
8,334,102,136,170
8,373,93,134,169
2,463,111,126,138
3,446,103,110,118
1,341,103,119,133
2,443,107,121,132
7,375,112,134,152
7,386,109,136,157
9,399,106,139,165
5,467,156,162,200
7,371,109,131,153
9,373,113,145,174
3,438,106,114,120
7,381,110,133,152
2,430,103,119,129
4,577,109,125,138
8,357,89,125,159
5,507,154,160,200
9,422,113,141,165
9,353,109,135,160
7,369,116,137,160
1,349,102,117,132
6,568,100,113,124
2,430,108,123,135
7,404,107,127,143
9,382,122,155,173
9,440,102,137,169
3,468,104,111,117
5,525,129,142,170
4,599,101,117,129
4,595,108,123,137
6,551,101,115,126
5,513,142,151,194
8,393,98,133,169
9,401,115,151,173
5,518,147,154,194
4,580,99,114,129
6,520,98,110,120
1,315,106,123,140
2,439,105,121,133
3,430,103,113,121
7,424,119,143,164
9,402,104,135,167
9,413,105,141,171
8,376,97,133,171
-1,451,110,174,208
9,401,103,134,159
5,455,142,147,185
3,398,105,114,122
7,393,114,136,153
1,359,108,124,141
1,328,101,115,131
7,412,112,135,154
6,528,99,113,124
3,417,106,114,120
6,565,100,115,127
5,541,121,143,168
8,382,98,132,166
3,429,106,113,119
9,406,117,153,172
7,390,121,142,164
5,490,136,145,179
9,454,110,139,163
5,498,143,151,193
1,345,104,117,133
9,400,102,138,171
4,562,104,120,133
7,387,118,138,156
3,421,104,113,119
4,585,106,123,137
3,369,106,115,123
8,374,96,133,165
4,622,109,127,142
2,449,107,125,139
8,368,94,129,165
6,579,102,115,126
6,573,103,114,124
3,414,106,114,119
2,467,103,122,134
6,510,101,116,127
9,434,111,141,164
1,359,105,120,134
5,496,117,140,167
4,645,108,124,139
7,400,115,135,156
5,567,143,158,193
7,363,104,127,147
5,461,129,143,177
3,388,101,109,115
5,520,126,142,173
4,567,101,116,130
4,623,107,125,139
8,348,92,128,164
1,371,102,116,130
8,382,92,126,161
9,392,107,141,175
8,366,98,134,170
6,574,101,113,124
2,457,106,122,133
9,438,111,142,165
8,368,89,128,158
4,608,109,124,140
-1,370,88,119,176
1,381,106,122,138
4,613,102,119,136
3,394,104,111,117
5,491,158,166,202
6,552,101,113,123
1,341,101,114,130
9,418,114,148,170
2,469,103,120,134
7,400,115,136,154
4,617,102,118,131
7,388,113,136,153
8,357,95,131,167
3,420,102,113,120
5,499,139,145,187
7,345,115,136,154
9,377,112,142,165
4,586,105,118,131
4,596,102,117,131
4,567,107,123,139
9,396,117,150,173
8,356,95,130,167
8,383,91,126,160
5,553,145,156,193
2,437,108,126,138
8,390,92,128,162
8,395,97,132,168
1,349,103,119,134
6,564,103,116,126
7,387,114,135,157
5,526,153,161,200
4,579,101,116,130
1,333,104,121,137
5,467,152,153,196
6,546,98,112,123
4,606,100,115,129
3,407,103,112,119
9,390,114,150,173
8,377,97,136,169
5,570,150,162,200
1,367,104,120,135
9,388,106,137,165
7,417,107,127,143
6,603,104,115,127
4,633,107,122,136
2,459,109,125,137
2,452,106,123,134
9,373,111,146,175
5,589,125,144,174
3,388,102,111,119
9,433,114,141,161
8,374,101,131,167
1,348,109,124,141
3,418,98,106,112
3,433,104,113,120
3,386,99,106,112
8,375,97,127,165
8,371,90,128,159
7,401,117,141,163
2,455,107,120,132
9,412,112,140,164
9,413,103,136,167
6,551,101,113,125
2,424,101,116,128
1,363,105,121,136
4,636,101,117,132
4,594,106,121,134
2,442,103,119,130
1,341,104,119,134
8,425,94,126,164
3,412,102,112,118
9,412,108,144,176
1,374,104,120,136
1,355,106,120,135
2,423,109,125,137
3,455,105,113,119
6,534,97,108,118
5,474,136,149,184
6,589,101,115,127
7,401,114,135,150
7,398,117,140,158
6,568,100,112,122
8,337,92,129,160
3,420,103,111,118
7,401,120,141,159
4,631,103,118,133
3,424,104,111,117
9,408,104,141,176
9,405,106,143,177
2,450,101,117,130
6,591,101,115,127
5,539,139,152,188
7,365,105,125,144
2,444,109,125,139
7,352,103,128,151
8,354,102,134,171
7,349,103,128,150
9,378,103,135,164
2,433,109,127,141
-1,267,100,153,194
1,370,101,114,130
9,423,108,143,174
1,326,106,121,136
4,584,111,127,141
7,393,104,124,143
4,571,110,127,142
9,432,118,147,166
1,350,106,120,135
6,563,104,119,129
7,431,114,130,145
1,379,102,117,132
7,344,108,134,156
1,369,104,119,132
4,633,104,118,134
1,352,106,121,136
-1,342,98,157,197
5,512,123,143,174
1,350,104,119,134
2,465,107,124,135
-1,344,89,123,176
4,637,108,125,141
9,409,118,153,175
2,485,103,121,134
2,477,105,122,136
7,365,107,131,152
3,462,105,114,119
4,613,105,121,135
2,467,104,120,133
3,421,103,113,121
-1,406,88,135,167
7,379,111,133,148
3,394,101,109,114
9,416,107,140,165
1,373,103,119,135
2,444,102,119,131
9,426,110,139,162
2,447,101,115,125
3,428,104,111,118
7,344,104,129,151
5,491,129,144,183
6,535,99,116,128
7,383,104,129,149
7,407,108,132,148
4,588,108,126,138
7,384,116,138,154
8,368,91,129,160
8,354,92,128,166
7,393,111,134,154
5,493,142,151,194
5,540,134,149,188
1,328,104,118,133
7,389,108,131,151
1,344,105,119,133
6,559,101,114,125
9,405,109,140,162
1,370,101,117,133
7,360,109,133,153
7,390,112,134,153
2,454,107,125,139
